geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,int2
"19.3874382463,-99.1707400214",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.2635206523,-99.1176279645",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.5196332023,-99.1508721218",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.2569441391,-99.052578288",Geológicos,Sísmico,Alto,Xochimilco,4.0
"19.3004035512,-99.1377257843",Geológicos,Sísmico,Alto,Tlalpan,4.0
"19.276434007,-99.1105992283",Socio Organizativo,N/D,Muy Alto,Xochimilco,5.0
"19.3002407893,-99.1283047697",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2413700093,-99.1000910704",Socio Organizativo,N/D,Alto,Xochimilco,4.0
"19.3513553498,-99.0819679416",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4741025763,-99.127486817",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4658185127,-99.11499197",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4724822349,-99.0860251221",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.2276041044,-98.9941234328",Socio Organizativo,N/D,Alto,TlÃ¡huac,4.0
"19.4194132914,-99.0637884291",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.5093448639,-99.0951459754",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4916674811,-99.0735043442",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5059681974,-99.1533592138",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4926295395,-99.0887881851",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3137700457,-99.1040540029",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.5006153699,-99.0843594854",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3370573431,-99.1523719681",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3114067804,-99.1377582709",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.4816391802,-99.1231911602",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2548485672,-99.1091015484",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.262988377,-99.0882167955",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.4538319687,-99.1376502898",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3397030382,-99.1700080195",Hidrometeorológicos,Inundaciones,Alto,Coyoacán,4.0
"19.3299505083,-99.1152239685",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.2992339809,-99.1158540489",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.5253066939,-99.1438180125",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3029281745,-99.0840121397",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.5119921554,-99.1426979154",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3410353046,-99.0615880068",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4815208892,-99.1772238378",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.469417941,-99.1412641278",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4724822349,-99.0860251221",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.5088110318,-99.1371367053",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3744762078,-99.0112852935",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.3133896573,-99.1418882262",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3680563408,-98.9951251753",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.3131316107,-99.1176621619",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4592891063,-99.1372146677",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4883501834,-99.2048772477",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4759544316,-99.1868277542",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4496707539,-99.1318012621",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4032362249,-99.0889822541",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.456761922,-99.0669795481",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4309806588,-99.181203386",Hidrometeorológicos,Inundaciones,Alto,Miguel Hidalgo,4.0
"19.4393746202,-99.1899523152",Hidrometeorológicos,Inundaciones,Alto,Miguel Hidalgo,4.0
"19.4921317969,-99.1473134401",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4757512811,-99.1523479162",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3402568065,-99.1506623932",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.361365307,-99.0376967811",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3406991493,-99.1386662246",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.5154151305,-99.1338671547",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4666783497,-99.1554473872",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4707949623,-99.149151303",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3352324569,-99.1201876249",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4655949934,-99.2034326381",Hidrometeorológicos,Inundaciones,Alto,Miguel Hidalgo,4.0
"19.4572095871,-99.0948894505",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4742421748,-99.1931348097",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4627592181,-99.1329463116",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3503727883,-99.0438672234",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3809431865,-99.045359875",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3658124098,-99.0862135095",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2951641459,-99.2256355707",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.3130469767,-99.1222375517",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3034494288,-99.1050255552",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4605105077,-99.157159274",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4384493748,-99.1182492347",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4356230661,-99.1884301056",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.429788687,-99.1064546561",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4120490982,-99.1371597391",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4369397501,-99.1084674123",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3622750627,-99.1523861269",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4615491983,-99.1950717632",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4084338369,-99.1657330616",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4979324544,-99.1955360965",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3664047539,-99.1587021187",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3940021412,-99.1346601622",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3849470814,-99.1438969068",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.4845981165,-99.0842277738",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4553411877,-99.110969299",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3813648515,-99.178812995",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.2603567,-99.0628861422",Geológicos,Sísmico,Alto,Xochimilco,4.0
"19.4466963464,-99.1515154075",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3943375177,-99.1644827956",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3803061077,-99.1680075816",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.397973948,-99.1480522013",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.465458542,-99.1221938875",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2569934059,-99.1020040452",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.2489532767,-99.0966847121",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.4360625919,-99.1557510358",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3280517438,-99.0808115511",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4558742167,-99.1991068427",Hidrometeorológicos,Inundaciones,Muy Alto,Miguel Hidalgo,5.0
"19.2900621746,-99.1274741866",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.3387198679,-99.0083817037",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.2835881235,-99.0544625766",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3602078869,-99.176131452",Geológicos,Sísmico,Alto,Álvaro Obregón,4.0
"19.2891996395,-99.0477206304",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2715961795,-99.1168992655",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.3035449096,-99.2679633387",Socio Organizativo,N/D,Alto,La Magdalena Contreras,4.0
"19.2522364635,-99.1001668761",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.3795626346,-99.0847729499",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.4481550898,-99.0908953216",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4371770337,-99.0995057451",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4286982144,-99.0555085501",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4311411615,-99.0929968084",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4351771466,-99.0717957384",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.449302772,-99.1149139737",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4520367364,-99.1966355111",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4328010337,-99.1445384961",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.2981085719,-99.1222643542",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.2965064838,-99.0706636734",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.3221437358,-99.067973125",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.5228166649,-99.1678551529",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.2765508463,-99.2309637944",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.4097484493,-99.1314193598",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4926844477,-99.0830662374",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4182567849,-99.0728123257",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4251665552,-99.1099898361",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3918263023,-99.1799203934",Hidrometeorológicos,Inundaciones,Alto,Benito Juárez,4.0
"19.4178226964,-99.1191343992",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4309692888,-99.1089324286",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.416155364,-99.1066905252",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4883561033,-99.0802663136",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4277304059,-99.1349567638",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.383281897,-99.1288673154",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3827445388,-99.1250370816",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4282198413,-99.1306921095",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.2950986485,-99.1217261557",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.419925163,-99.0856979554",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.3862902972,-99.1097101017",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3986985658,-99.0643414792",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4466963464,-99.1515154075",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3629425602,-99.1660396164",Hidrometeorológicos,Inundaciones,Alto,Benito Juárez,4.0
"19.4212459364,-99.1672889958",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4810777607,-99.0868472825",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3854337568,-99.0547669865",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3756134068,-99.0583599783",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4277304059,-99.1349567638",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3744125981,-99.0579200778",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3738791203,-99.0689830425",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3523624637,-99.032019888",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4926844477,-99.0830662374",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.2909360429,-99.0648829416",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4155129569,-99.1325411382",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.2876947833,-99.0715163014",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2930562934,-99.0723995839",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3668645025,-99.0683113239",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3162768206,-99.0910523881",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2884754365,-99.0669077877",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.353040062,-99.0379175819",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3736559787,-99.056245848",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2904557763,-99.1446325901",Geológicos,Sísmico,Alto,Tlalpan,4.0
"19.3354884841,-99.0696276422",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3307884004,-99.0680271467",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3326781082,-99.0746221315",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2891289873,-99.0709199054",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.340915227,-99.0558279173",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4947092679,-99.1153428046",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.5007286429,-99.1537491538",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4222261818,-99.1566234336",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3768700782,-99.1740114585",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4594131988,-99.1445807304",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4061662387,-99.1000382309",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4022649405,-99.104119565",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.5109485875,-99.0972613911",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4800891353,-99.0805760495",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3968270339,-99.1216899481",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.451613063,-99.09963944",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4591973942,-99.1153009442",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4839743862,-99.0802513749",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3305263632,-99.0620509317",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4090401768,-99.1375996671",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4038237802,-99.1650549808",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4156327182,-99.0970191397",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4125984747,-99.0767987891",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3771149447,-99.0153198554",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3365517953,-99.1058235768",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.4297495341,-99.0622667392",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4351771466,-99.0717957384",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4386451781,-99.103950124",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4518563355,-99.1124977237",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4398019037,-99.1106126356",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4074681655,-99.1096689711",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4403633212,-99.0789413609",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4441765224,-99.1192934095",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4248850692,-99.1698368432",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4271828645,-99.1071474559",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4122916257,-99.0926203696",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4475978602,-99.1484813056",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4554230541,-99.1457906296",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4116803173,-99.1300593466",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4464003421,-99.1263267112",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4538329271,-99.0917655976",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.2490598024,-99.1634008697",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.3721621059,-99.1016099623",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2197382901,-98.9879864539",Hidrometeorológicos,Inundaciones,Muy Alto,Milpa Alta,5.0
"19.382178593,-99.0243088878",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.3206923111,-99.0586333492",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2932631989,-99.0115620114",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.3023207966,-99.0431017862",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3686895172,-99.0614088254",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3398864599,-99.0376280486",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3951885294,-99.1442066398",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.2522364635,-99.1001668761",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3803061077,-99.1680075816",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.2801146798,-99.2372223483",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.2954956513,-99.1163100786",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.3278440994,-99.0656620839",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3786515614,-99.1171480576",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2834636437,-99.1040373012",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3461191342,-99.1097412917",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3748244353,-99.0558659632",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2561786983,-99.0900266098",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3782763424,-99.0696011655",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.330914168,-99.0540732754",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.360214616,-99.1161557039",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2946542283,-99.1274901117",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.3019927819,-99.0779530059",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3044809102,-99.0750434171",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2961273626,-99.0579614257",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3326781082,-99.0746221315",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3196846878,-99.0785447253",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3721621059,-99.1016099623",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.3742813569,-99.0374365134",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3784260662,-99.0988264298",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.406936842,-99.0668577583",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3529925422,-99.10897506",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.371398945,-99.1129596713",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3266569276,-99.0529112794",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3664442791,-99.1253656681",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4741025763,-99.127486817",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4666136999,-99.0838204597",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3882962203,-99.0922007811",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3006706983,-99.0656845916",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3833803209,-99.1125112773",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.3643942537,-99.0518120576",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2927475504,-99.1428000005",Geológicos,Sísmico,Alto,Tlalpan,4.0
"19.2904557763,-99.1446325901",Geológicos,Sísmico,Alto,Tlalpan,4.0
"19.3405068835,-99.0503516331",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3449574261,-99.0659076888",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3354884841,-99.0696276422",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2865415602,-99.0621042991",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3719065933,-99.1251002282",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3862902972,-99.1097101017",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3464836199,-99.049692185",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3044809102,-99.0750434171",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3356657991,-99.0508529683",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2981484682,-99.0747820291",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4963252184,-99.1506820207",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3697853576,-99.0444017285",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3852036278,-99.072539387",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3929237547,-99.0635932445",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3792905891,-99.1331045928",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.390658948,-99.0383904486",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.284916205,-99.1388638873",Geológicos,Sísmico,Alto,Tlalpan,4.0
"19.3419029316,-99.1751086769",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3790326349,-99.1204510073",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3464836199,-99.049692185",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3883787797,-99.0361939613",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.4832207197,-99.2075625527",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3464202715,-99.0706238475",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2971945398,-99.2546989181",Socio Organizativo,N/D,Muy Alto,La Magdalena Contreras,5.0
"19.2548485672,-99.1091015484",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3582674799,-99.1351847637",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3007720798,-99.1218218832",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.4947092679,-99.1153428046",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.4662356326,-99.1053410946",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3210402077,-99.1040425722",Geológicos,Sísmico,Alto,Coyoacán,4.0
